"A1BG","1.53752384288924e-06"
"A1CF","0.0101510583245168"
"A2BP1","0.697598008293398"
"A2LD1","0.00520449239848352"
"A2ML1","0.788037977290994"
"A2M","4.96981649605664e-05"
"A4GALT","9.92330332884641e-06"
"A4GNT","1.36834658700365e-05"
"AAA1","6.51015889609752e-05"
"AAAS","0.000428434310317198"
"AACSL","0.00223700294662118"
"AACS","1.24499452190403e-07"
"AADACL2","0.473941447082455"
"AADACL3","0.950114405467485"
"AADACL4","0.661678703437203"
"AADAC","0.00271748037924745"
"AADAT","4.80220651579846e-19"
"AAGAB","9.8597172977298e-10"
"AAK1","1.34637092940518e-08"
"AAMP","0.0871687029897248"
"AANAT","0.574632391294438"
"AARS2","4.20952351180516e-10"
"AARSD1","0.00439440326019902"
"AARS","0.307080082958993"
"AASDHPPT","0.00587057817880928"
"AASDH","0.0113444964152956"
"AASS","4.95824205444112e-06"
"AATF","2.14843667481194e-09"
"AATK","0.125520197064127"
"ABAT","2.31261143693613e-09"
"ABCA10","3.82379926193211e-06"
"ABCA11P","0.184772408093048"
"ABCA12","0.226245122610576"
"ABCA13","0.21551412222728"
"ABCA17P","0.0122909197271812"
"ABCA1","1.39152559657111e-09"
"ABCA2","0.0438305727771828"
"ABCA3","0.000177724264254936"
"ABCA4","0.0190942209155842"
"ABCA5","0.140775135692834"
"ABCA6","0.000152081751882915"
"ABCA7","0.000413047085656146"
"ABCA8","1.52438448746816e-13"
"ABCA9","6.06068081130476e-09"
"ABCB10","0.186245431869157"
"ABCB11","1.40280516066808e-06"
"ABCB1","0.120862966758437"
"ABCB4","0.00198552888347007"
"ABCB5","6.12396270734462e-06"
"ABCB6","0.24663464868883"
"ABCB7","0.0570964208720986"
"ABCB8","0.000262543877430012"
"ABCB9","4.18113134289047e-08"
"ABCC10","1.18318735480161e-14"
"ABCC11","0.155725204997044"
"ABCC12","0.0712911418762704"
"ABCC13","0.622220585558141"
"ABCC1","0.0876644065116782"
"ABCC2","0.0368273304844855"
"ABCC3","0.257459677188635"
"ABCC4","0.036836255103346"
"ABCC5","1.91024075461598e-12"
"ABCC6P1","0.00593515885352034"
"ABCC6P2","0.0133313075038071"
"ABCC6","0.000423360778509796"
"ABCC8","0.00391912242780943"
"ABCC9","1.89649069425108e-10"
"ABCD1","0.000125176693119897"
"ABCD2","0.569770334918103"
"ABCD3","1.696724623816e-07"
"ABCD4","1.08944497313225e-08"
"ABCE1","0.0249964044320628"
"ABCF1","2.89725752567941e-05"
"ABCF2","1.00126501281685e-16"
"ABCF3","0.0256451001185093"
"ABCG1","0.0875555119419799"
"ABCG2","5.84809835279996e-06"
"ABCG4","0.0171107622574859"
"ABCG5","4.16253747601898e-06"
"ABCG8","0.000825824725720809"
"ABHD10","3.21085494809962e-05"
"ABHD11","0.00128359109307113"
"ABHD12B","0.997761730675833"
"ABHD12","5.14883035428916e-09"
"ABHD13","2.58459082251401e-08"
"ABHD14A","0.588409204450226"
"ABHD14B","0.000244804160420258"
"ABHD15","8.40023934322518e-07"
"ABHD1","0.00206427107609707"
"ABHD2","1.03162637916031e-06"
"ABHD3","0.606581796774869"
"ABHD4","5.62571343504186e-08"
"ABHD5","0.000309186735989142"
"ABHD6","1.06913189541416e-08"
"ABHD8","0.685716984828078"
"ABI1","0.00066441782181966"
"ABI2","0.260255790845069"
"ABI3BP","7.50536179009801e-09"
"ABI3","0.0326989569039269"
"ABL1","0.00326564680568165"
"ABL2","4.67211378072965e-06"
"ABLIM1","0.197522637804035"
"ABLIM2","0.000147655489127867"
"ABLIM3","4.25539630221584e-08"
"ABO","0.900696765156193"
"ABP1","0.000917059833591623"
"ABRA","0.243925525412741"
"ABR","0.33556874821052"
"ABT1","0.266422435818884"
"ABTB1","0.990054478341459"
"ABTB2","0.0313674392480777"
"ACAA1","1.01146291216022e-13"
"ACAA2","1.12362781181275e-12"
"ACACA","6.45720996456166e-07"
"ACACB","3.23958608882312e-09"
"ACAD10","0.00165614789548023"
"ACAD11","1.04727997018298e-13"
"ACAD8","0.000196855083463759"
"ACAD9","0.299819947371752"
"ACADL","5.41602508122092e-12"
"ACADM","1.14480845198975e-08"
"ACADSB","1.56801177318829e-11"
"ACADS","7.85730113872136e-18"
"ACADVL","1.12017651221469e-05"
"ACAN","7.08711894908098e-09"
"ACAP1","0.00464802254294094"
"ACAP2","0.878277182288848"
"ACAP3","0.00494707373590834"
"ACAT1","9.51140432125651e-13"
"ACAT2","0.000151460464657983"
"ACBD3","0.00300130858592291"
"ACBD4","1.14028629496968e-07"
"ACBD5","3.6033362553944e-05"
"ACBD6","5.95368293900032e-15"
"ACBD7","2.55995241805048e-06"
"ACCN1","0.973865556351195"
"ACCN2","0.000258856520506055"
"ACCN3","1.46970595964895e-06"
"ACCN4","0.0714548822425919"
"ACCN5","0.102128366910898"
"ACCSL","0.837819751708371"
"ACCS","0.0317345689120156"
"ACD","0.0106361061410426"
"ACE2","2.37446702461114e-06"
"ACER1","0.00220693033842089"
"ACER2","0.00100669963407392"
"ACER3","0.0844160991981149"
"ACE","0.000388230347776517"
"ACHE","0.900854924250299"
"ACIN1","0.109302157865581"
"ACLY","5.54853501136653e-13"
"ACMSD","0.000651803601775702"
"ACN9","0.344279925501975"
"ACO1","1.295598586926e-05"
"ACO2","0.034451965139651"
"ACOT11","0.152098108913968"
"ACOT12","5.46395111606588e-09"
"ACOT13","0.000491526153703318"
"ACOT1","4.77562328885435e-07"
"ACOT2","8.58175225223007e-09"
"ACOT4","0.00473388190155798"
"ACOT6","0.00102559601028527"
