"A1BG","1.04574856174478e-05","-1.2610116471989"
"A1CF","0.022171880420851","-0.41899905668307"
"A2BP1","0.688083437242373","0.363732628108358"
"A2LD1","0.00784396265908664","-0.479752000771813"
"A2ML1","0.744972372370612","-0.325501525368745"
"A2M","0.0859719293500996","-0.46909106403112"
"A4GALT","6.98527850308484e-11","1.35916266777121"
"A4GNT","0.584870383324027","0.403898918066024"
"AAA1","2.35070372360611e-08","4.39192805422032"
"AAAS","0.000255200704459309","0.326891194415023"
"AACSL","3.57515151951311e-08","5.5287588993619"
"AACS","4.32615639188876e-12","1.22213129383477"
"AADACL2","0.743748616927126","0.416931158027669"
"AADACL3","1","0.129016165847793"
"AADACL4","0.397746234760633","0.720982604564977"
"AADAC","0.0553157154428162","-0.465120652805639"
"AADAT","4.20066949152095e-14","-2.26980246303497"
"AAGAB","2.08197840396415e-09","0.466485858225463"
"AAK1","4.19560511441007e-13","0.930182365324388"
"AAMP","0.295224877668602","-0.102859712044122"
"AANAT","1","0.151301832424952"
"AARS2","9.77565640923732e-14","0.789231952380612"
"AARSD1","0.000413511798031394","0.406112658716748"
"AARS","0.0707806077884696","0.221796075257065"
"AASDHPPT","0.051585593146838","-0.195154256916723"
"AASDH","0.183384856518943","-0.168540716656944"
"AASS","0.0564420980371709","-0.552793411203922"
"AATF","3.57979457658491e-10","0.536527059639398"
"AATK","1.44345297751203e-07","1.62205715813626"
"ABAT","4.00011800181941e-11","-1.3836121590911"
"ABCA10","0.00812163923474278","-0.802725765876567"
"ABCA11P","0.0267128649996153","0.37205881988155"
"ABCA12","9.64316605753292e-07","4.49228256808964"
"ABCA13","0.868818924378181","0.10328124043408"
"ABCA17P","0.000117783516175568","1.62327214087071"
"ABCA1","1.15516618634684e-10","-0.978590397452356"
"ABCA2","0.000341223658157641","0.660294058962652"
"ABCA3","5.22139462525919e-13","1.91472769771166"
"ABCA4","3.58491765564433e-12","2.34682837134021"
"ABCA5","0.955203778697313","0.0245924882293382"
"ABCA6","0.00344718154369191","-0.665475414829636"
"ABCA7","5.89825679774427e-10","1.41040695185944"
"ABCA8","1.11248473938784e-08","-1.61515781323888"
"ABCA9","0.000139211857166947","-0.963445881824386"
"ABCB10","0.0159054571162663","0.301487540362594"
"ABCB11","0.0887541768420996","-0.666663635929584"
"ABCB1","0.672481318562228","0.130768395373077"
"ABCB4","0.460062622703292","-0.242348829077231"
"ABCB5","6.15703631551861e-13","8.18727127071885"
"ABCB6","0.00666097116891049","0.468808354255302"
"ABCB7","0.371378460686957","-0.100743205185156"
"ABCB8","9.4748317786322e-06","0.565551920584676"
"ABCB9","3.76280672363063e-10","1.31359139775036"
